33,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,31
33,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,232,233,234,31
33,166,191,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,191,167,31
33,166,87,188,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,188,87,167,31
33,166,102,100,101,102,235,236,237,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,167,31
33,166,117,115,116,167,16,17,18,166,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,235,236,237,117,115,116,117,167,31
33,166,87,85,86,167,31,155,33,166,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,167,16,17,18,166,85,86,87,167,31
33,166,102,100,101,167,46,47,48,166,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,167,31,32,33,166,100,101,102,167,31
33,166,117,115,116,117,232,233,234,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,167,46,47,48,166,115,116,117,167,31
33,166,87,85,86,87,85,86,87,85,86,87,85,86,87,191,86,87,85,86,87,85,191,87,85,86,232,233,234,87,85,86,87,167,31
33,166,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,167,31
33,166,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,167,31
33,166,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,200,86,87,85,86,87,85,86,87,85,86,87,85,86,87,167,31
33,166,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,191,101,102,100,101,102,100,101,102,100,101,102,167,31
33,166,117,115,116,117,115,116,117,115,116,117,115,116,191,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,167,31
33,166,87,85,86,87,85,86,87,85,235,236,237,86,87,85,86,87,85,86,87,85,86,87,85,86,87,235,236,237,85,86,87,167,31
33,166,102,100,101,102,100,101,102,167,16,17,18,166,102,100,101,102,100,101,102,100,101,102,100,101,167,16,17,18,166,101,102,167,31
33,166,117,115,116,117,115,116,117,167,31,32,33,166,117,115,116,117,115,116,117,115,116,117,115,116,167,31,32,33,166,116,117,167,31
33,166,87,85,86,87,85,86,87,167,46,47,48,166,87,85,86,87,85,86,87,85,86,87,85,86,167,46,47,48,166,86,87,167,31
33,166,102,100,101,102,100,101,102,100,232,233,234,101,102,100,101,102,100,101,102,100,101,102,100,101,102,232,233,234,100,101,102,167,31
33,166,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,167,31
33,166,87,188,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,86,87,85,188,87,167,31
33,166,191,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,102,100,101,191,167,31
33,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,235,236,237,31
33,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,31
